"","user_id","user_name","creation_time","user_screen_name","user_location","place_name","place_full_name","place_country_code","place_country","coordinates_type","latitude","longitude" 
"1051",23267806,"Helen","Sun Sep 03 03:40:51 +0000 2017","growingveggies","Proud to be on the Left Coast.",NA,NA,NA,NA,NA,NA,NA
"1052",23277531,"Liz ~Trump <f0><U+009F><U+0092><U+00AF>USA <U+2764><U+FE0F>","Sat Sep 02 21:48:58 +0000 2017","Lizdolan","USA",NA,NA,NA,NA,NA,NA,NA
"1053",23285088,"Mary E. Berens Oney","Sat Sep 02 04:53:52 +0000 2017","OneYMedia","Cleveland Ohio USA ",NA,NA,NA,NA,NA,NA,NA
"1054",23285763,"<U+2728> Nude Louboutins <U+2728>","Sun Sep 03 19:24:54 +0000 2017","itsbretneybitch","New York, NY",NA,NA,NA,NA,NA,NA,NA
"1055",23287792,"Trump Florida","Sat Sep 02 01:09:50 +0000 2017","trumpflorida1","Florida, USA",NA,NA,NA,NA,NA,NA,NA
"1056",23302289,"Russell Andrews <U+24CB>","Sat Sep 02 20:25:32 +0000 2017","Russell_Andrews","Wellington, New Zealand",NA,NA,NA,NA,NA,NA,NA
"1057",23322288,"Joe Eigo 144 Vortex","Sat Sep 02 16:46:51 +0000 2017","joeeigo","Toronto, Canada",NA,NA,NA,NA,NA,NA,NA
"1058",23323894,"Bo Cephas","Mon Sep 04 10:14:06 +0000 2017","Bocephas","Dayton, OH",NA,NA,NA,NA,NA,NA,NA
"1059",23326965,"Mike Levine","Mon Sep 04 13:07:42 +0000 2017","mrlevine","Los Angeles / Detroit ",NA,NA,NA,NA,NA,NA,NA
"1060",23329287,"Willow Creek CC","Sun Sep 03 16:23:53 +0000 2017","WillowCreekCC","South Barrington, IL",NA,NA,NA,NA,NA,NA,NA
"1061",23329287,"Willow Creek CC","Sun Sep 03 18:19:48 +0000 2017","WillowCreekCC","South Barrington, IL",NA,NA,NA,NA,NA,NA,NA
"1062",23335839,"julie starzyk","Fri Sep 01 20:59:42 +0000 2017","juliestarzyk","hogwarts",NA,NA,NA,NA,NA,NA,NA
"1063",23339292,"Bob Snickers","Sat Sep 02 00:38:34 +0000 2017","Dekinblus","Houston, TX",NA,NA,NA,NA,NA,NA,NA
"1064",23354464,"Convoy of Hope","Sat Sep 02 16:00:16 +0000 2017","ConvoyofHope","Springfield, MO",NA,NA,NA,NA,NA,NA,NA
"1065",23355328,"SirSteve <U+2718>","Sun Sep 03 20:00:22 +0000 2017","pigybank","47.304281,-122.317914",NA,NA,NA,NA,NA,NA,NA
"1066",23373309,"Angela","Sat Sep 02 03:39:06 +0000 2017","SouthernGemGal","B/w Venus, Mercury & Jupiter",NA,NA,NA,NA,NA,NA,NA
"1067",23402755,"Tom","Sat Sep 02 08:01:33 +0000 2017","TommyMH","LA, California",NA,NA,NA,NA,NA,NA,NA
"1068",23417759,"Sharon","Fri Sep 01 23:35:43 +0000 2017","Sharon_LA","Los Feliz, CA","West Hollywood","West Hollywood, CA","US","United States","Point",34.09108,-118.35788
"1069",23424972,"Maureen Hill Collins","Fri Sep 01 20:18:10 +0000 2017","mohillcollins","Massachusetts",NA,NA,NA,NA,NA,NA,NA
"1070",23429613,"faewings","Sun Sep 03 18:37:58 +0000 2017","faewings","WA",NA,NA,NA,NA,NA,NA,NA
"1071",23448349,"GoaliePost","Sun Sep 03 01:28:23 +0000 2017","GoaliePost","Goalie Land",NA,NA,NA,NA,NA,NA,NA
"1072",23484042,"3BL Media","Sat Sep 02 14:29:06 +0000 2017","3BLMedia","Global",NA,NA,NA,NA,NA,NA,NA
"1073",23484364,"<f0><U+009F><U+008D><U+00B7>","Fri Sep 01 21:17:35 +0000 2017","annieorhannah","Paris, France",NA,NA,NA,NA,NA,NA,NA
"1074",23536283,"Dave Wruck","Fri Sep 01 19:48:40 +0000 2017","DaveWruck","Denver",NA,NA,NA,NA,NA,NA,NA
"1075",23547436,"Toni Konz","Fri Sep 01 19:32:14 +0000 2017","tkonz","Louisville, KY",NA,NA,NA,NA,NA,NA,NA
"1076",23559747,"Ariel Therkiel","Sat Sep 02 21:16:23 +0000 2017","bornoflove","OKC",NA,NA,NA,NA,NA,NA,NA
"1077",23561731,"Shellie <f0><U+009F><U+0091><U+00A0><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Mon Sep 04 07:17:18 +0000 2017","Moefun","Des Moines, Iowa",NA,NA,NA,NA,NA,NA,NA
"1078",23567658,"Tressa Reynolds","Sun Sep 03 20:32:41 +0000 2017","rosiefan2113","Long Beach, CA",NA,NA,NA,NA,NA,NA,NA
"1079",23570228,"Mark Redfield","Fri Sep 01 22:31:51 +0000 2017","RedfieldMark","The Planet Earth",NA,NA,NA,NA,NA,NA,NA
"1080",23589579,"Tim Hess","Sun Sep 03 01:44:20 +0000 2017","timhess","Southwest Virginia",NA,NA,NA,NA,NA,NA,NA
"1081",23598712,"Joan Marie Baptiste","Sat Sep 02 11:01:48 +0000 2017","MissJomariB","Massachusetts, USA",NA,NA,NA,NA,NA,NA,NA
"1082",23604785,"Billie","Fri Sep 01 20:39:31 +0000 2017","BillieO2","New York",NA,NA,NA,NA,NA,NA,NA
"1083",23624619,"Veronica","Sat Sep 02 16:24:37 +0000 2017","ditisVeronica","Big D",NA,NA,NA,NA,NA,NA,NA
"1084",23646791,"Julie Martinez","Fri Sep 01 21:06:27 +0000 2017","gwenky","Portland",NA,NA,NA,NA,NA,NA,NA
"1085",23662500,"duck web","Fri Sep 01 22:44:33 +0000 2017","duckyweb","planet x",NA,NA,NA,NA,NA,NA,NA
"1086",23674855,"Bronwyn Jackson","Sat Sep 02 21:33:30 +0000 2017","bron4TW","TN",NA,NA,NA,NA,NA,NA,NA
"1087",23677306,"Criticalmass","Sun Sep 03 00:08:16 +0000 2017","CriticalMassZ","Hell, MI",NA,NA,NA,NA,NA,NA,NA
"1088",23678096,"Gunservatively","Sun Sep 03 12:06:51 +0000 2017","Gunservatively","Pennsyltucky",NA,NA,NA,NA,NA,NA,NA
"1089",23681432,"Mavis Wanczyk","Sun Sep 03 16:14:21 +0000 2017","DasitBoo","Chicopee, MA",NA,NA,NA,NA,NA,NA,NA
"1090",23691853,"bill a bong @gab.ai","Fri Sep 01 21:59:36 +0000 2017","billbong9059","Tx.,ca,   USA",NA,NA,NA,NA,NA,NA,NA
"1091",23691853,"bill a bong @gab.ai","Sat Sep 02 22:23:36 +0000 2017","billbong9059","Tx.,ca,   USA",NA,NA,NA,NA,NA,NA,NA
"1092",23691853,"bill a bong @gab.ai","Sun Sep 03 14:34:14 +0000 2017","billbong9059","Tx.,ca,   USA",NA,NA,NA,NA,NA,NA,NA
"1093",23694004,"Sandra","Sat Sep 02 02:43:03 +0000 2017","dggrfan","far from there close to here",NA,NA,NA,NA,NA,NA,NA
"1094",23703580,"Fr. Kevin M. Cusick","Fri Sep 01 19:16:08 +0000 2017","MCITLFrAphorism","Maryland",NA,NA,NA,NA,NA,NA,NA
"1095",23712553,"Skyla Dawn","Fri Sep 01 16:22:18 +0000 2017","SkylaS","Houston, TX",NA,NA,NA,NA,NA,NA,NA
"1096",23721456,"Gary Hutchens","Fri Sep 01 20:04:43 +0000 2017","garyhutchens","Florida, USA",NA,NA,NA,NA,NA,NA,NA
"1097",23722331,"Charlotte Reed","Sun Sep 03 12:16:35 +0000 2017","CharlotteReed","Citizen of the World",NA,NA,NA,NA,NA,NA,NA
"1098",23723966,"Nathan","Sat Sep 02 13:22:37 +0000 2017","bear55369","Minnesota, USA",NA,NA,NA,NA,NA,NA,NA
"1099",23732681,"FUCK TRUMP","Sat Sep 02 08:12:52 +0000 2017","dsmpowered","from Cleveland, in Oakland",NA,NA,NA,NA,NA,NA,NA
"1100",23738354,"JoJo","Fri Sep 01 14:59:52 +0000 2017","_Just_JoJo_","Momma Wolf..Miss you Boo ",NA,NA,NA,NA,NA,NA,NA
"1101",23769223,"Arizonakayte<f0><U+009F><U+008C><U+00B5>","Sat Sep 02 18:08:50 +0000 2017","ArizonaKayte","AZ PATRIOT #2A #Bluehand #MAGA",NA,NA,NA,NA,NA,NA,NA
"1102",23771604,"Nancy Byron","Mon Sep 04 00:43:42 +0000 2017","rappublicist","Lost",NA,NA,NA,NA,NA,NA,NA
"1103",23789962,"Roseville Fire","Sun Sep 03 04:24:15 +0000 2017","RSVL_Fire","Roseville, California",NA,NA,NA,NA,NA,NA,NA
"1104",23803650,"Crepes a la Cart","Sun Sep 03 20:05:08 +0000 2017","crepesalacart","1039 Broadway St., New Orleans",NA,NA,NA,NA,NA,NA,NA
"1105",23816985,"CISN Country 103.9","Sat Sep 02 00:17:16 +0000 2017","CISNCountry","Edmonton, Alberta",NA,NA,NA,NA,NA,NA,NA
"1106",23819504,"Dark Phoenix","Fri Sep 01 13:51:38 +0000 2017","foxybrowneyez","That's not YOUR business <U+2615><U+FE0F>",NA,NA,NA,NA,NA,NA,NA
"1107",23827988,"texaspatriot","Sun Sep 03 01:00:46 +0000 2017","GigiTX","Texas, USA",NA,NA,NA,NA,NA,NA,NA
"1108",23840242,"Marcy aka Mel <f0><U+009F><U+008E><U+009A><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Fri Sep 01 20:16:39 +0000 2017","ync1994","midwestern USA",NA,NA,NA,NA,NA,NA,NA
"1109",23840242,"Marcy aka Mel <f0><U+009F><U+008E><U+009A><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Fri Sep 01 23:01:03 +0000 2017","ync1994","midwestern USA",NA,NA,NA,NA,NA,NA,NA
"1110",23840242,"Marcy aka Mel <f0><U+009F><U+008E><U+009A><f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Sun Sep 03 22:14:49 +0000 2017","ync1994","midwestern USA",NA,NA,NA,NA,NA,NA,NA
"1111",23848081,"anita simons","Mon Sep 04 03:32:09 +0000 2017","writeawrong","La Jolla, San Diego",NA,NA,NA,NA,NA,NA,NA
"1112",23855985,"Jennifer Leduc","Sat Sep 02 01:27:18 +0000 2017","jenleduc","Austin Texas","Austin","Austin, TX","US","United States","Point",30.26996,-97.73604
"1113",23855985,"Jennifer Leduc","Sat Sep 02 19:04:00 +0000 2017","jenleduc","Austin Texas",NA,NA,NA,NA,"Point",30.26996,-97.73604
"1114",23869282,"Anuj Jain","Fri Sep 01 15:30:51 +0000 2017","anujj","Houston, Texas",NA,NA,NA,NA,NA,NA,NA
"1115",23873132,"Jess Lolly D. <f0><U+009F><U+008D><U+008D><U+267F>","Sat Sep 02 18:26:18 +0000 2017","dc_nygirl1110","New York",NA,NA,NA,NA,NA,NA,NA
"1116",23882137,"Denise Gibson-Franks","Mon Sep 04 02:09:50 +0000 2017","CODADOGRESCUE"," Cleveland Ohio",NA,NA,NA,NA,NA,NA,NA
"1117",23907461,"Gibbsy<f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>","Fri Sep 01 21:03:44 +0000 2017","MsDugibbley","Sydney Australia",NA,NA,NA,NA,NA,NA,NA
"1118",23921732,"Anita Miller","Sun Sep 03 10:01:37 +0000 2017","FoxNewsMom","Deplorable in Carlsbad, CA",NA,NA,NA,NA,NA,NA,NA
"1119",23929953,"Vodka Calling","Sun Sep 03 05:21:34 +0000 2017","VodkaCalling","WA State",NA,NA,NA,NA,NA,NA,NA
"1120",23954283,"Randy","Fri Sep 01 19:19:10 +0000 2017","11WG11","Ventura county",NA,NA,NA,NA,NA,NA,NA
"1121",23958533,"Jose","Fri Sep 01 19:10:42 +0000 2017","goodday2smile","Austin Texas",NA,NA,NA,NA,NA,NA,NA
"1122",23970626,"Hunter7Taylor","Fri Sep 01 23:31:39 +0000 2017","Hunter7Taylor","United States",NA,NA,NA,NA,NA,NA,NA
"1123",23974861,"JenniferT","Fri Sep 01 14:54:12 +0000 2017","Jennifer_T22","USA",NA,NA,NA,NA,NA,NA,NA
"1124",23986292,"domnogin","Sun Sep 03 16:41:21 +0000 2017","domnogin","North Miami Beach, Florida",NA,NA,NA,NA,NA,NA,NA
"1125",24002426,"Mickey Marraffino","Sun Sep 03 15:33:05 +0000 2017","mikmall","Los Angeles, CA","Carlsbad","Carlsbad, CA","US","United States","Point",33.122,-117.297
"1126",24029603,"RedMenace","Fri Sep 01 23:54:38 +0000 2017","maurinsky","New England",NA,NA,NA,NA,NA,NA,NA
"1127",24040708,"outlaw sixty","Mon Sep 04 03:26:37 +0000 2017","lynney62","Illinois",NA,NA,NA,NA,NA,NA,NA
"1128",24044400,"Donna Loveland","Sun Sep 03 22:52:42 +0000 2017","Donna_Loveland","Dallas, TX",NA,NA,NA,NA,NA,NA,NA
"1129",24057881,"HOMEGIRL-RH Realtor","Fri Sep 01 14:24:22 +0000 2017","316missy","Lexington, Kentucky","Kentucky","Kentucky, USA","US","United States",NA,NA,NA
"1130",24077081,"Champion Randy","Fri Sep 01 20:21:34 +0000 2017","ChampionRandy_","Austin <U+2708> BayArea <U+2708> Guatemala",NA,NA,NA,NA,NA,NA,NA
"1131",24100351,"David Brown","Sat Sep 02 11:01:16 +0000 2017","browndriver1","St. Charles Mo",NA,NA,NA,NA,NA,NA,NA
"1132",24136161,"Nancy Dayian","Mon Sep 04 01:44:02 +0000 2017","ndayian","New England",NA,NA,NA,NA,NA,NA,NA
"1133",24174257,"CaptainCj","Sat Sep 02 01:18:09 +0000 2017","Casperventer","Canada",NA,NA,NA,NA,NA,NA,NA
"1134",24175566,"surlana","Sun Sep 03 02:01:47 +0000 2017","surlana","USA",NA,NA,NA,NA,NA,NA,NA
"1135",24178450,"Scott Johnston","Sun Sep 03 16:01:51 +0000 2017","sejwords","California, USA",NA,NA,NA,NA,NA,NA,NA
"1136",24233697,"Corryn <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Mon Sep 04 12:03:57 +0000 2017","Corrynmb","Florida",NA,NA,NA,NA,NA,NA,NA
"1137",24259655,"Xerophile <f0><U+009F><U+008C><U+00B5>","Sat Sep 02 22:44:26 +0000 2017","segmentis","New Mexico",NA,NA,NA,NA,NA,NA,NA
"1138",24264728,"Accidental Activist","Fri Sep 01 21:07:05 +0000 2017","AccActivist","New York, NY",NA,NA,NA,NA,NA,NA,NA
"1139",24264728,"Accidental Activist","Sat Sep 02 19:59:03 +0000 2017","AccActivist","New York, NY",NA,NA,NA,NA,NA,NA,NA
"1140",24296565,"Bill Ferris","Sun Sep 03 23:28:47 +0000 2017","cwferris","Washington-Florida-Illinois",NA,NA,NA,NA,NA,NA,NA
"1141",24303605,"KrisaleeOne <f0><U+009F><U+008E><U+00AE>","Sat Sep 02 23:05:24 +0000 2017","Krisalee1","Florida, USA",NA,NA,NA,NA,NA,NA,NA
"1142",24312985,"Kevin Garrison","Fri Sep 01 20:28:50 +0000 2017","kevinrctv","USA - Georgia",NA,NA,NA,NA,NA,NA,NA
"1143",24337295,"alisha","Sun Sep 03 02:01:10 +0000 2017","alishamb","San Antonio, TX",NA,NA,NA,NA,NA,NA,NA
"1144",24346022,"Vicious <f0><U+009F><U+0092><U+008B><f0><U+009F><U+009A><U+00AC>","Fri Sep 01 14:32:56 +0000 2017","ViciousKynd","Pittsburgh",NA,NA,NA,NA,NA,NA,NA
"1145",24365779,"Mimi<f0><U+009F><U+0092><U+0095>Trumpster<f0><U+009F><U+0092><U+0095>","Sat Sep 02 15:00:13 +0000 2017","magicdancer49","Gainesville, FL",NA,NA,NA,NA,NA,NA,NA
"1146",24375286,"Debbie Huggins","Sat Sep 02 00:32:08 +0000 2017","behug","Austin Texas 'merica",NA,NA,NA,NA,NA,NA,NA
"1147",24421915,"Paula Feldmeier","Sat Sep 02 13:35:51 +0000 2017","paulita75","Georgia, USA",NA,NA,NA,NA,NA,NA,NA
"1148",24451724,"sheryl","Fri Sep 01 19:48:01 +0000 2017","johnann","texas",NA,NA,NA,NA,NA,NA,NA
"1149",24451724,"sheryl","Sat Sep 02 15:55:10 +0000 2017","johnann","texas",NA,NA,NA,NA,NA,NA,NA
"1150",24451724,"sheryl","Sun Sep 03 14:42:01 +0000 2017","johnann","texas",NA,NA,NA,NA,NA,NA,NA
"1151",24486519,"Kirsten Schultz","Sun Sep 03 00:34:55 +0000 2017","Kirstie_Schultz","United States of Resistance",NA,NA,NA,NA,NA,NA,NA
"1152",24507732,"Michael","Sun Sep 03 06:57:15 +0000 2017","Slash5150","Everywhere",NA,NA,NA,NA,NA,NA,NA
"1153",24532988,"Black Trump","Sun Sep 03 13:08:11 +0000 2017","tbone83allen","Oakleaf, FL",NA,NA,NA,NA,NA,NA,NA
"1154",24540609,"Boxwood Gardens","Fri Sep 01 23:26:02 +0000 2017","Boxwoodgardens","Southern, NJ, USA",NA,NA,NA,NA,NA,NA,NA
"1155",24543485,"Loxi Garrett","Fri Sep 01 18:39:52 +0000 2017","loxi1229","Texas",NA,NA,NA,NA,NA,NA,NA
"1156",24547328,"Renee Giraldy","Sat Sep 02 18:09:27 +0000 2017","ReneeGiraldy","Irvine,CA",NA,NA,NA,NA,NA,NA,NA
"1157",24548153,"Victoria","Mon Sep 04 02:48:31 +0000 2017","PokerDame","Phoenix AZ USA",NA,NA,NA,NA,NA,NA,NA
"1158",24555538,"Sidewalk Angels","Sat Sep 02 17:25:05 +0000 2017","sidewalkangels","New York",NA,NA,NA,NA,NA,NA,NA
"1159",24574030,"Keviar","Sat Sep 02 15:05:41 +0000 2017","mskeviar","Washington, DC",NA,NA,NA,NA,NA,NA,NA
"1160",24588104,"William Doubek","Mon Sep 04 02:57:14 +0000 2017","namvetrev","Neosho, MO",NA,NA,NA,NA,NA,NA,NA
"1161",24614034,"Helder Gil","Fri Sep 01 19:43:37 +0000 2017","hgil","Washington, DC",NA,NA,NA,NA,NA,NA,NA
"1162",24619190,"Mandy Flannery","Mon Sep 04 03:02:28 +0000 2017","mandyc621","North Carolina",NA,NA,NA,NA,NA,NA,NA
"1163",24626122,"Bill Jaffe #covfefe","Sun Sep 03 01:20:13 +0000 2017","bigbill_ontw","Virginia, USA",NA,NA,NA,NA,NA,NA,NA
"1164",24638078,"DIEGO.","Sat Sep 02 04:16:25 +0000 2017","diegorbermejo","htx","Houston","Houston, TX","US","United States",NA,NA,NA
"1165",24658978,"TexasRed","Sat Sep 02 02:21:40 +0000 2017","alycialeah","Texas",NA,NA,NA,NA,NA,NA,NA
"1166",24661704,"Chelsie Cartwright","Sat Sep 02 17:55:34 +0000 2017","ChelsCartwright","Las Vegas, NV",NA,NA,NA,NA,NA,NA,NA
"1167",24692175,"Jim Lawrence","Sat Sep 02 15:51:29 +0000 2017","Hapjamlaw","Asheville, North Carolina",NA,NA,NA,NA,NA,NA,NA
"1168",24719075,"#tcp","Sat Sep 02 14:28:03 +0000 2017","ohbeeswice","houston ",NA,NA,NA,NA,NA,NA,NA
"1169",24741535,"Holly Louise.","Sat Sep 02 07:31:31 +0000 2017","AuburnHaze096","London, England",NA,NA,NA,NA,NA,NA,NA
"1170",24769010,"Jennifer","Mon Sep 04 00:03:53 +0000 2017","gillovnot","Hollywood",NA,NA,NA,NA,NA,NA,NA
"1171",24801198,"Danielle Rapisarda","Sat Sep 02 20:13:12 +0000 2017","DanielleRap","Scottsdale, AZ",NA,NA,NA,NA,NA,NA,NA
"1172",24820024,"Kyle Murphy","Sun Sep 03 16:01:50 +0000 2017","KyletheMurphy","South Bend, IN",NA,NA,NA,NA,NA,NA,NA
"1173",24899024,"Peter Hayman","Sat Sep 02 15:50:58 +0000 2017","PeterHayman","Wake Forest, NC",NA,NA,NA,NA,NA,NA,NA
"1174",24911049,"Dana Garnett","Sun Sep 03 00:01:27 +0000 2017","Danagarnett","Katy, TX",NA,NA,NA,NA,NA,NA,NA
"1175",24922993,"Judi Bennett","Sun Sep 03 17:51:14 +0000 2017","judiprod","Los Angeles, California",NA,NA,NA,NA,NA,NA,NA
"1176",24926089,"Cheyenne Turner","Sat Sep 02 05:12:32 +0000 2017","flattkatt","Waiters Island",NA,NA,NA,NA,NA,NA,NA
"1177",24928809,"CBS Los Angeles","Fri Sep 01 22:11:43 +0000 2017","CBSLA","Los Angeles",NA,NA,NA,NA,NA,NA,NA
"1178",24935516,"Deborah Blumenthal","Sat Sep 02 15:48:25 +0000 2017","deborahblu","New York City",NA,NA,NA,NA,NA,NA,NA
"1179",24938148,"Princess Ragnhild","Sat Sep 02 16:02:29 +0000 2017","otter1803","Svalbard, Norge",NA,NA,NA,NA,NA,NA,NA
"1180",24939587,"Teas Etc","Sat Sep 02 15:26:33 +0000 2017","TeasEtc","Amelia Island, FL",NA,NA,NA,NA,NA,NA,NA
"1181",24953753,"Josh Edgar","Sat Sep 02 14:33:03 +0000 2017","Supermanflys","St. Louis",NA,NA,NA,NA,NA,NA,NA
"1182",25005555,"Zack Thomas","Sun Sep 03 01:16:02 +0000 2017","ZaackThomas","Downriver, Michigan",NA,NA,NA,NA,NA,NA,NA
"1183",25034687,"Brittany Osazuwa","Sat Sep 02 02:47:55 +0000 2017","msbritto","Houston, TX",NA,NA,NA,NA,NA,NA,NA
"1184",25034687,"Brittany Osazuwa","Sat Sep 02 02:53:01 +0000 2017","msbritto","Houston, TX",NA,NA,NA,NA,NA,NA,NA
"1185",25050484,"Julie Moulds","Sun Sep 03 22:47:54 +0000 2017","juliemoulds","Suffolk, UK",NA,NA,NA,NA,NA,NA,NA
"1186",25052282,"Sue","Sat Sep 02 22:10:10 +0000 2017","suedemiglio","Ohio, MAGA",NA,NA,NA,NA,NA,NA,NA
"1187",25091723,"FORSCOM","Sun Sep 03 16:34:56 +0000 2017","FORSCOM","Fort Bragg, N.C.",NA,NA,NA,NA,NA,NA,NA
"1188",25093751,"Ted Elmore","Sat Sep 02 17:53:51 +0000 2017","TedElmore","Grapevine, TX",NA,NA,NA,NA,NA,NA,NA
"1189",25102383,"LaTice","Sun Sep 03 02:31:44 +0000 2017","LaTiceComedy","New Jersey",NA,NA,NA,NA,NA,NA,NA
"1190",25109383,"Bry Cox","Sat Sep 02 06:28:07 +0000 2017","BryCox007","Utah",NA,NA,NA,NA,NA,NA,NA
"1191",25147645,"jo-e-z infuso","Fri Sep 01 20:28:39 +0000 2017","joezjoezjoez1","Fl",NA,NA,NA,NA,NA,NA,NA
"1192",25147984,"Joyce Paige","Fri Sep 01 16:48:44 +0000 2017","SilknPearls","Overland Park, KS",NA,NA,NA,NA,NA,NA,NA
"1193",25155379,"LIFE of BRIAN","Fri Sep 01 20:29:18 +0000 2017","briankrejci","#omaha",NA,NA,NA,NA,NA,NA,NA
"1194",25160160,"Elizabeth","Mon Sep 04 03:49:55 +0000 2017","bisexuowl820","Pennsylvania",NA,NA,NA,NA,NA,NA,NA
"1195",25162948,"American Party","Sat Sep 02 02:08:39 +0000 2017","DarfishIzady","Rancho Santa Margarita, CA",NA,NA,NA,NA,NA,NA,NA
"1196",25178152,"FireRescue1","Fri Sep 01 17:03:15 +0000 2017","FireRescue1","San Francisco",NA,NA,NA,NA,NA,NA,NA
"1197",25192675,"Apogee Electronics","Sat Sep 02 03:19:18 +0000 2017","apogeedigital","Santa Monica, CA",NA,NA,NA,NA,NA,NA,NA
"1198",25203689,"ash","Fri Sep 01 21:54:52 +0000 2017","ashnicolephoto","Van Nuys, Los Angeles","Los Angeles","Los Angeles, CA","US","United States",NA,NA,NA
"1199",25205317,"Sandra","Fri Sep 01 22:33:27 +0000 2017","Lule_07","Texas",NA,NA,NA,NA,NA,NA,NA
"1200",25207598,"BrunoTX #DemForce","Sat Sep 02 21:20:05 +0000 2017","menjicm","Texas, USA",NA,NA,NA,NA,NA,NA,NA
"1201",25213020,"Mom'sDaughter","Sat Sep 02 13:36:10 +0000 2017","TraceyNew","California dreamin'",NA,NA,NA,NA,NA,NA,NA
"1202",25241577,"<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>TexasBaseballMom<f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Fri Sep 01 21:27:16 +0000 2017","TexasBaseballMa","Texas, USA",NA,NA,NA,NA,NA,NA,NA
"1203",25242403,"Jen Jen","Fri Sep 01 15:52:52 +0000 2017","JENinATX","Pflugerville, TX (Austin burb)",NA,NA,NA,NA,NA,NA,NA
"1204",25250999,"kara turner","Sat Sep 02 01:01:49 +0000 2017","karaturner","htiiine",NA,NA,NA,NA,NA,NA,NA
"1205",25275265,"farrah","Sat Sep 02 02:07:15 +0000 2017","farrenheit","los angeles",NA,NA,NA,NA,NA,NA,NA
"1206",25283002,"Nicole Williams <U+2648>","Fri Sep 01 20:23:41 +0000 2017","Nic_M_Williams","TitleTown, USA",NA,NA,NA,NA,NA,NA,NA
"1207",25298219,"Xica","Sat Sep 02 03:23:18 +0000 2017","xica25","bottom of the BAY.",NA,NA,NA,NA,NA,NA,NA
"1208",25334102,"Krista Montgomery","Fri Sep 01 19:32:12 +0000 2017","Anestheticx","Pittsburgh, PA",NA,NA,NA,NA,NA,NA,NA
"1209",25395820,"Debbie Harris","Fri Sep 01 23:02:25 +0000 2017","debbieharris1","Rockwall, TX",NA,NA,NA,NA,NA,NA,NA
"1210",25407310,"WitchyGal","Sun Sep 03 04:31:05 +0000 2017","WitchyGal1963","Pensacola, FL",NA,NA,NA,NA,NA,NA,NA
"1211",25407310,"WitchyGal","Mon Sep 04 03:15:45 +0000 2017","WitchyGal1963","Pensacola, FL",NA,NA,NA,NA,NA,NA,NA
"1212",25454994,"brendainthepants!","Fri Sep 01 18:59:18 +0000 2017","brenda_renee","texass trill",NA,NA,NA,NA,NA,NA,NA
"1213",25455235,"Noel Searles <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","Sat Sep 02 23:35:48 +0000 2017","noelphx","Las Vegas, NV",NA,NA,NA,NA,NA,NA,NA
"1214",25458908,"Josephina Benitez","Sat Sep 02 01:18:52 +0000 2017","jossiebenitez","New York City, NY",NA,NA,NA,NA,NA,NA,NA
"1215",25478280,"SusieD","Fri Sep 01 18:54:30 +0000 2017","siouxsie07","San Dimas, CA",NA,NA,NA,NA,NA,NA,NA
"1216",25511878,"Mary Smelser","Sat Sep 02 21:32:25 +0000 2017","mdsmelser","Dallas, TX and Prague, OK",NA,NA,NA,NA,NA,NA,NA
"1217",25546419,"miriam","Fri Sep 01 21:13:50 +0000 2017","Miriamcarneyrn","Port Orange, FL",NA,NA,NA,NA,NA,NA,NA
"1218",25558788,"IWantMyCountryBack","Sat Sep 02 16:08:10 +0000 2017","RedblondeMB","#NotMyPresident #TheResistance",NA,NA,NA,NA,NA,NA,NA
"1219",25574865,"Sara Newton","Fri Sep 01 15:56:45 +0000 2017","RoseVictorian","Somewhere in WA",NA,NA,NA,NA,NA,NA,NA
"1220",25575587,"Jolene Pregent","Sun Sep 03 19:25:58 +0000 2017","Aquarity","NY",NA,NA,NA,NA,NA,NA,NA
"1221",25578529,"Floria","Fri Sep 01 18:36:43 +0000 2017","f10ria","Maryland, USA",NA,NA,NA,NA,NA,NA,NA
"1222",25578529,"Floria","Sat Sep 02 01:51:08 +0000 2017","f10ria","Maryland, USA",NA,NA,NA,NA,NA,NA,NA
"1223",25591409,"Kim Christiansen","Fri Sep 01 21:44:00 +0000 2017","KimnCocoa","Texas",NA,NA,NA,NA,NA,NA,NA
"1224",25618409,"Monica Abreu Barbosa","Sun Sep 03 14:17:32 +0000 2017","SelkieMB","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA
"1225",25642187,"Claire Ballor","Sat Sep 02 13:13:47 +0000 2017","claireballor","Dallas, TX",NA,NA,NA,NA,NA,NA,NA
"1226",25671672,"Joseph Ferrara","Mon Sep 04 11:52:37 +0000 2017","GioNYC1","New York, USA","Staten Island","Staten Island, NY","US","United States",NA,NA,NA
